date_time,price,type
2024-01-08 12:00:00,0.05029,bearish
2024-01-09 08:00:00,0.04917,bearish
2024-02-02 00:00:00,0.05352,bullish
2024-02-16 16:00:00,0.05371,bullish
2024-03-23 00:00:00,0.05221,bullish
2024-05-10 04:00:00,0.0482,bearish
2024-07-02 16:00:00,0.05512,bullish
2024-07-18 16:00:00,0.05368,bearish
2024-07-21 00:00:00,0.05243,bearish
2024-08-06 04:00:00,0.04498,bearish
2024-08-26 08:00:00,0.04286,bullish
2024-09-21 08:00:00,0.04048,bullish
2024-10-13 00:00:00,0.0392,bullish
2024-11-18 08:00:00,0.03408,bullish
2024-12-12 08:00:00,0.03902,bullish
2024-12-29 08:00:00,0.03575,bearish
2025-01-05 20:00:00,0.03707,bullish
2025-01-15 08:00:00,0.03319,bullish
2025-01-16 04:00:00,0.03392,bearish
2025-01-25 08:00:00,0.03147,bullish
2025-02-09 04:00:00,0.02757,bearish
2025-02-12 00:00:00,0.02724,bearish
2025-02-15 16:00:00,0.0277,bearish
2025-02-22 04:00:00,0.0279,bullish
2025-02-24 16:00:00,0.02817,bearish
2025-03-10 20:00:00,0.02382,bearish
2025-03-15 08:00:00,0.02298,bearish
2025-03-15 16:00:00,0.02298,bullish
2025-03-17 08:00:00,0.02293,bullish
2025-03-19 12:00:00,0.02392,bearish
2025-03-20 20:00:00,0.02346,bullish
2025-03-21 20:00:00,0.02347,bullish
2025-03-22 04:00:00,0.02355,bullish
2025-03-23 00:00:00,0.02374,bullish
2025-03-24 20:00:00,0.02383,bearish
2025-03-26 08:00:00,0.02342,bearish
2025-03-29 20:00:00,0.02211,bearish
2025-04-01 00:00:00,0.0221,bullish
2025-04-07 08:00:00,0.01962,bullish
2025-04-13 04:00:00,0.01914,bearish
2025-05-03 08:00:00,0.019,bullish
2025-05-05 20:00:00,0.01914,bearish
2025-05-10 00:00:00,0.02282,bullish
2025-08-03 12:00:00,0.03039,bullish
2025-09-03 20:00:00,0.03992,bearish
2025-09-06 20:00:00,0.03882,bullish
2025-09-07 12:00:00,0.03864,bearish
2025-09-10 00:00:00,0.03873,bearish
2025-09-15 16:00:00,0.03904,bullish
2025-09-28 16:00:00,0.03675,bullish
2025-10-06 08:00:00,0.03693,bullish
2025-10-08 12:00:00,0.03647,bullish
2025-10-26 04:00:00,0.0354,bullish
2025-10-30 08:00:00,0.03534,bearish
2025-10-30 16:00:00,0.03495,bullish
2025-11-01 12:00:00,0.03532,bearish
2025-11-09 08:00:00,0.03359,bullish
